Carimbo de data/hora,Razão Social Cliente,CNPJ do Cliente,Valor do boleto:,Data de Vencimento,Tipo de produto:,Motivo:,QUEM SOLICITOU,Cliente novo?,Obsevações,Emissão por qual CNPJ?,Endereço de e-mail
2/13/2026,ASSOCIAÇÃO DOS GERENTES DO BANCO DO BRASIL AGEBB,56.270.895/0001-39,"R$ 779,10",2/25/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,DSV AIR & SEA BRASIL LTDA,49.728.108/0001-94,"R$ 2.715,80",2/25/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,EUGÊNIO FRIEDRICH-ME,89.690.556/0001-60,"R$ 1.691,15",2/26/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,AUTOMATECH SISTEMAS DE AUTOMAÇÃO LTDA,03.385.913/0001-61,"R$ 375,10",2/25/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,REDOL ALIMENTOS LTDA,01.453.168/0001-15,"R$ 404,60",2/25/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,ASSOCIAÇÃO DOS FUNC. E PROFESSORES DA URI SANTIAGO,05.349.716/0001-12,"R$ 699,90",2/25/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,SIMA- SINDICATO DOS MUNICIPÁRIOS DE AMARAL FERRADOR,13.263.847/0001-00,"R$ 678,10",2/25/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,COMEXPORT COMPANHIA DE COMERCIO DE COMÉRCIO EXTERIOR,43.633.296/0001-90,"R$ 722,10",2/26/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,COOPERATIVA AGRICOLA MISTA NOVA PALMA LTDA,91.022.632/0001-01,"R$ 2.000,00",3/5/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,TABACUM INTERAMERICAN COMERCIO E EXPORTACAO DE FUMOS LTDA,05.648.120/0003-85,"R$ 200,00",3/9/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
2/13/2026,ASSOCIACAO DOS SERVIDORES MUNICIPAIS DE VENANCIO AIRES,94.236.510/0001-06,"R$ 10.998,85",2/26/2026,móvel/assessoria,boleto e nf,FRANCINE,não,,,suporte2@luxustelefonia.com.br
16-fev.,AJURIS- ASSOCIAÇÃO DOS JUIZES DO RIO GRANDE DO SUL,92.965.748/0001-47,"R$ 8.500,00",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
16-fev.,MAQUINAS AGRÍCOLAS CARPENEDO LTDA,95.814.927/0001-71,"R$ 160,00",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
2/16/2026,SIEMENS INDUSTRY SOFTWARE LTDA.,02.283.647/0001-01,"R$ 568,10",5/25/2026,movel/assessoria,emissão apenas da nota fiscal,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
2/16/2026,ASSOCIACAO DOS SERVIDORES DO BANCO CENTRAL - ASBAC PORTO ALEGRE,02.492.319/0001-07,"R$ 2.092,40",3/9/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
2/16/2026,SANTA CASA DE MISERICóRDIA DA BAHIA,15.153.745/0001-68,"R$ 683,80",3/5/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
16-fev.,HIPRA,92.662.501/0001-51,"R$ 417,96",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
16-fev.,UNIMED PATOS DE MINAS,38.499.547/0001-56,"R$ 500,00",2/27/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
17-fev.,PRATICOS DA BARRA DO RIO GRANDE LTDA,02.390.883/0001-19,"R$ 274,25",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,DANFOM,,jenifer@luxustelefonia.com.br
17-fev.,COOP DESENV E DIFUSãO TECNOLOGIA AGRICOLA CRUZ ALTA LTDA - COOPERTEC,03.840.349/0001-20,"R$ 1.825,98",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
17-fev.,GF PNEUS COMERCIAL E DISTRIBUIDORA LTDA (FILIAL),93.894.954/0005-08,"R$ 840,96",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
17-fev.,SINDICATO RURAL DE IBIRUBA,93.541.480/0001-89,"R$ 875,73",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
17-fev.,SINDICATO SERV MUNIC SÃO MARCOS,07.362.420/0001-67,"R$ 1.209,80",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
17-fev.,GF PNEUS COMERCIAL E DISTRIBUIDORA LTDA,93.894.954/0003-38,"R$ 48,52",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
2/17/2026,LUNDBECK BRASIL LTDA,04.522.600/0001-70,"R$ 504,00",3/15/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
17-fev.,AUGUSTIN,91.495.457/0001-70,"R$ 150,00",2/26/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
2/19/2026,JOSE ERY CAMARGO - ADVOGADOS ASSOCIADOS,04.469.994/0001-40,"R$ 234,69",2/26/2026,FIXO,emissão nota e boleto,Lisete,não,,,lisete@luxustelefonia.com.br
2/19/2026,PORTO ALEGRE COUNTRY CLUB,92.850.577/0001-00,"R$ 51,81",2/26/2026,FIXO,emissão nota e boleto,Lisete,NÃO,,,lisete@luxustelefonia.com.br
2/19/2026,SINDICATO INTERMUNICIPAL DAS INDUSTRIAS MADEIREIRAS - SINDIMADEIRA - RS,87.815.437/0001-61,"R$ 474,76",6/26/2026,FIXO,emissão nota e boleto,Lisete,NÃO,,,lisete@luxustelefonia.com.br
2/19/2026,DEMANDER FORCA DE VENDAS LTDA,37.868.347/0001-60,128.97,6/26/2026,Aluguel,Emissão nf e boleto,Bruna,Não,,Telefonia,bruna@luxustelefonia.com.br
2/19/2026,UNIMED ARARUAMA COOPERATIVA DE TRABALHO MEDICO,00.111.826/0001-28,"R$ 18.928,96",2/26/2026,Aluguel,nf e boleto,Bruna,Não,,Telefonia,bruna@luxustelefonia.com.br
2/19/2026,MAGIC BRANDS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,11.734.998/0001-74,"R$ 34,99",6/20/2026,Aluguel,nf e boleto,Bruna,Não,,Telefonia,bruna@luxustelefonia.com.br
2/19/2026,"GOSSLER, LUZ, LIBARDONI E CIA LTDA",17.012.045/0001-89,"R$ 80,63",2/26/2026,FIXO,nf e boleto,Lisete,Não,,,lisete@luxustelefonia.com.br
2/19/2026,SINDICATO DOS PROFESSORES MUNICIPAIS LEOPOLDENSES - CEPROL,92.932.763/0001-99,"R$ 26.924,14",3/10/2026,Aluguel,nf e boleto,Bruna,Não,,Telefonia,bruna@luxustelefonia.com.br
2/19/2026,G & A DISTRIBUIDORA DE PECAS E ACESSORIOS LTDA - TOGNI,04.470.511/0001-28,"R$ 115,42",2/26/2026,FIXO,nf e boleto,Lisete,Não,,,lisete@luxustelefonia.com.br
2/19/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,"R$ 373,29",2/26/2026,FIXO,nf e boleto,Lisete,Não,,,lisete@luxustelefonia.com.br
2/21/2026,ALIBEM ALIMENTOS S.A.,03.941.052/0001-50,"R$ 1.410,84",3/10/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
2/21/2026,GF PNEUS COMERCIAL E DISTRIBUIDORA LTDA (FILIAL),93.894.954/0005-08,"R$ 840,96",3/9/2026,movel/assessoria,alteração de vencimento,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,ASSOCIACAO DOS GESTORES DA CAIXA ECONOMICA FEDERAL DE SANTA CATARINA - AGECEF,80.675.077/0001-09,"R$ 471,50",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,Enviar também pelo whats (LUCAS 48991194202),,jenifer@luxustelefonia.com.br
3/3/2026,ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS DE ILOPOLIS,04.225.061/0001-08,"R$ 935,90",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,GF PNEUS COMERCIAL E DISTRIBUIDORA LTDA (MATRIZ),93.894.954/0001-76,"R$ 1.414,58",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,ASSOCIAÇÃO DOS PROFESSORES DA FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO / APROFUPF,89.764.765/0001-01,"R$ 688,85",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,CARGNELUTTI E CIA LTDA,98.417.645/0001-29,"R$ 212,53",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,COOPERFAR-COOP DOS TRANSPORTADORES AUTONOMOS DE FARROUPILHA LTDA,07.312.871/0001-90,"R$ 1.569,30",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,SINDICATO DOS SERVIDORES MUNICIPAIS DE TORRES,90.800.590/0001-20,"R$ 889,27",4/2/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,SINDICATO DOS SERVIDORES PUBLICOS MUNICIPAIS DE DOM PEDRO DE ALCANTARA - SISPDOPA,05.892.630/0001-31,"R$ 344,27",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,SOLTEC,23.294.509/0001-90,"R$ 129,60",4/2/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/3/2026,INSTITUTO NACIONAL DE DESENVOLVIMENTO SOCIAL E HUMANO - INDSH,23.453.830/0015-75,"R$ 213,62",3/16/2026,movel/assessoria,emissão nota e boleto,Jenifer,NÃO,,,jenifer@luxustelefonia.com.br
3/5/2026,METALTECSS REVESTIMENTO DE METAIS LTDA,00.925.102/0001-18,"R$ 1.697,37",3/20/2026,Aluguel,Emissão nota e boleto,Bruna,Não,,,meline@luxustelefonia.com.br
3/6/2026,SINDICATO DOS TRABALHADORES AGRICULTORES FAMILIARES DE FARROUPILHA - SINTRAFAR,89.849.608/0001-07,"R$ 9.839,81",3/23/2026,Aluguel,Emissão nota e boleto,Bruna,Não,,,meline@luxustelefonia.com.br
3/6/2026,SINDILOJAS - SINDICATO DO COMERCIO VAREJISTA DE CAXIAS DO SUL,88.662.770/0001-40,"R$ 10.186,00",3/25/2026,Aluguel,Emissão nota e boleto,Bruna,Não,,,meline@luxustelefonia.com.br
3/6/2026,TRIN TELECOMUNICACOES LTDA,59.349.326/0001-71,"R$ 4.798,00",3/20/2026,Aluguel,Emissão apenas do boleto,Bruna,Não,,,meline@luxustelefonia.com.br
4/1/2026,ALIBEM ALIMENTOS S.A.,03.941.052/0001-50,"R$ 1.412,94",4/10/2026,Movel/Assessoria,Emissão nota e boleto,Jenifer/Gabi,Não,,,maiara@luxustelefonia.com.br
4/1/2026,UNIMED PATOS DE MINAS COOPERATIVA DO TRABALHO MEDICO LT,38.499.547/0001-56,"R$ 500,00",4/20/2026,Movel/Assessoria,Emissão nota e boleto,Jenifer/Gabi,Não,,,maiara@luxustelefonia.com.br
3/6/2026,E2R REPRESENTACOES COMERCIAIS LTDA,10.451.213/0001-93,"R$ 385,55",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,CASA DAS FECHADURAS ADROFECHA LTDA,92.613.413/0001-60,"R$ 754,48",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,CORREA ZAMPIERI ENGENHARIA LTDA,00.999.960/0001-07,"R$ 1.155,58",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,CONSTRUSUL - INDUSTRIA E COMERCIO DE MATERIAIS DE CONSTRUCAO E SERVICOS DE CONCRETAGEM LTDA,07.483.896/0001-56,"R$ 457,79",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,DEMARCHI DEMARCHI LTDA,93.052.223/0001-83,"R$ 61,32",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,POLIDADOS INFORMATICA LTDA,04.782.491/0001-20,"R$ 488,53",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,OIW INDUSTRIA ELETRONICA SA,07.212.549/0001-99,"R$ 63,97",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,MARCHER BRASIL AGROINDUSTRIAL SA,06.221.454/0001-79,"R$ 2.351,49",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ESTANCIA DA FIGUEIRA COMERCIO DE HORTIFRUTIGRANJEIROS LTDA,08.492.170/0001-42,"R$ 1.577,52",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,FABIANO CORBELLINI E CIA LTDA,02.119.759/0001-13,"R$ 483,99",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,FREE TINTAS LTDA,05.577.086/0001-33,"R$ 4.248,04",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,JETSUL-COMERCIO E EQUIPAMENTOS DE INF. LTDA,00.849.925/0001-01,"R$ 407,70",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,JORNAL A HORA LTDA,04.280.850/0001-41,"R$ 158,39",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,LEDUR IMPORTACAO E EXPORTACAO DE PEDRAS PRECIOSAS E SEMI PRECIOSAS LTDA,06.934.436/0001-34,"R$ 804,90",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,REJAILE DISTRIBUIDORA DE PETROLEO LTDA,00.209.895/0001-79,"R$ 930,15",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,SIND.EMPREGADOS EM ESTAB.DE SERVICOS DE SAUDE DE LAJEADO E VALE DO TAQUARI,92.892.538/0001-76,"R$ 373,22",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ASSOCIACAO DE CRIADORES DE SUINOS DO RIO GRANDE DO SUL,87.245.163/0001-12,"R$ 1.165,40",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,WINGS CONSULTORIA E REPRESENTACOES LTDA,36.736.488/0001-67,"R$ 174,96",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,IMOBILIARIA REI DO IMOVEL LTDA,11.806.302/0001-78,"R$ 827,64",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,MARIA EDUARDA CORTEZ DESIGN DE INTERIORES LTDA,46.609.234/0001-31,"R$ 760,14",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,Blaster Detonacoes LTDA,13.962.167/0001-85,"R$ 226,91",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,REFRICOMP - INDUSTRIA DE COMPONENTES PARA REFRIGERACAO LTDA,07.417.647/0001-62,"R$ 3.807,11",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,GAS ZIMMER DISTRIBUIDORA DOS VALES LTDA,39.831.325/0001-51,"R$ 341,76",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ENOVA INDUSTRIA DE CALCADOS LTDA,32.013.159/0001-37,"R$ 558,58",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,MARTINA INDUSTRIA DE CALCADOS LTDA,35.957.750/0001-30,"R$ 247,37",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,CMAK AGROINDUSTRIA E COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,22.779.620/0001-03,"R$ 1.239,69",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,GRAFICA LAJEADENSE LTDA,88.057.187/0001-00,"R$ 422,89",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,IRMAOS CIOCCARI E CIA LTDA,87.675.831/0001-41,"R$ 3.689,15",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,TRANSPORTADORA SANTA CRUZ BRUNETTO LTDA,42.450.799/0001-68,"R$ 161,91",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,AG COMERCIO DE PNEUS LTDA,24.061.393/0001-01,"R$ 363,82",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,JORNAL NOSSA GENTE VALE DO TAQUARI,01.236.346/0001-56,"R$ 92,94",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,GUINCHO 2001 LTDA,54.276.526/0001-28,"R$ 58,97",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,G e A DISTRIBUIDORA DE PECAS E ACESSORIOS LTDA - TOGNI,04.470.511/0001-28,"R$ 508,72",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,VIRTUAL SLICE TELECOM LTDA,12.029.589/0001-30,"R$ 1.317,00",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,TK CALCADOS LTDA,54.508.099/0001-66,"R$ 107,94",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ASTECA INDUSTRIA E COMERCIO DE JOIAS LTDA,06.202.742/0001-86,"R$ 579,94",3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,FPD COMERCIO OTICO LTDA,37.056.522/0001-15,"R$ 49,85",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,FABI COMERCIO DE COMPENSADOS LTDA,94.506.664/0001-70,"R$ 96,95",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,CAMARA DE INDUSTRIA COMERCIO SERVICOS E AGROPECUARIA DE SAO MARCOS,90.480.336/0001-91,"R$ 1.474,74",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,COOPERATIVA TRITICOLA CACAPAVANA LTDA - COTRISUL,87.678.132/0001-55,"R$ 6.430,00",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,DO VALE COMERCIO DE PNEUMATICOS LTDA,08.713.358/0001-73,"R$ 209,98",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,GENERAL COAT PINTURA INDUSTRIAL LTDA,09.451.565/0001-60,"R$ 992,46",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,MULTIRISCO ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA,92.872.324/0001-38,"R$ 494,91",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,PAGLIARIN E CIA LTDA,97.168.066/0001-27,"R$ 219,85",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,SONDA TRANSPORTES SA,88.584.875/0001-29,"R$ 669,55",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,T F CARLET,30.219.383/0001-54,"R$ 379,95",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,VITIVINICOLA JOLIMONT LTDA,88.212.881/0001-55,"R$ 689,93",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,ORDEM DOS ADVOGADOS DO BRASIL SECCAO DO RIO G DO SUL,87.019.584/0012-88,"R$ 29,99",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,COOPERATIVA DE CREDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE,88.530.142/0001-01,"R$ 389,70",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,EMERGENCIALL EMERGENCIAS AMBIENTAIS LTDA,05.441.968/0001-77,"R$ 861,55",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,CASA DO MEL,02.174.156/0001-14,"R$ 44,99",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
3/6/2026,CONEXAO DIRETA SERVICOS DE APOIO ADMINISTRATIVO LTDA,58.485.075/0001-90,"R$ 6.694,92",3/20/2026,Aluguel,BOLETO,Bruna,NÃO,,LUXUS TELEFONIA LTDA,meline@luxustelefonia.com.br
3/6/2026,COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUI,97.839.922/0001-29,9451.81,3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,TRIAUTO PROTECAO VEICULAR,36.552.203/0001-38,798.18,3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,TRIAUTO PROTECAO VEICULAR,36.552.203/0001-39,"R$ 85,98",3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,DEMANDER FORCA DE VENDAS LTDA,37.868.347/0001-60,418.89,3/11/2026,Aluguel,nf e boleto,Bruna,NÃO,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,DEMANDER FORCA DE VENDAS LTDA,37.868.347/0001-60,128.97,3/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,CERAMICA BARRINHA LTDA,94.645.140/0001-60,189.96,3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,SUPERMERCADO LUTTERBECK LTDA,92.478.445/0001-08,348.75,3/20/2026,Aluguel,Emissão apenas nf e boleto,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,INNTEC SERVICOS EM TECNOLOGIA LTDA,18.717.160/0001-11,3483.18,3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,BIERDRON CERVEJARIA LTDA,30.582.762/0001-04,"R$ 117,94",3/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,ASSOCIACAO LAJEADENSE DOS POLICIAIS RODOV FEDERAIS,01.544.678/0001-06,2277.85,3/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,DREBES CIA LTDA (VIVO),96.662.168/0001-31,13325.62,4/10/2026,Aluguel,nf e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
3/6/2026,DREBES CIA LTDA (TIM),96.662.168/0001-31,"R$ 45,99",4/28/2026,Aluguel,Emissão nota e boleto,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
